writing,phonetic,count
เกชา,keː˧.t͡ɕʰaː˧,1
เกณฑ์,keːn˧,1
เกด,keːt̚˨˩,1
เกตุ,keːt̚˨˩,2
เกตุ,keː˧.tu˨˩.,2
เกม,keːm˧,1
เกมกระดาน,keːm˧.kra˨˩.daːn˧,1
เกมคอมพิวเตอร์,keːm˧.kʰɔm˧.pʰiw˧.tɤː˥˩,2
เกมคอมพิวเตอร์,keːm˧.kʰɔm˧.pʰiw˦˥.tɤː˥˩,2
เกมส์,keːm˧,1
เกมโชว์,keːm˧.t͡ɕʰoː˧,1
เกย,kɤːj˧,1
เกย์,keː˧,1
เกย์ควีน,keː˧.kʰwiːn˧,1
เกย์ไพรด์,keː˧.pʰraj˦˥,1
เกรง,kreːŋ˧,1
เกรงใจ,kreːŋ˧.t͡ɕaj˧,1
เกรด,kreːt̚˨˩,1
เกรตบริเตน,kreːt̚˦˥.bri˨˩.teːn˧,1
เกรปฟรุต,kreːp̚˦˥.frut̚˦˥,1
เกรปฟรูต,kreːp̚˦˥.fruːt̚˦˥,1
เกรละ,keː˧.ra˦˥.laʔ˦˥,1
เกรวี,kreː˧.wiː˥˩,1
เกราะ,krɔʔ˨˩,1
เกริก,krɤːk̚˨˩,1
เกริ่น,krɤn˨˩,1
เกรียง,kria̯ŋ˧,1
เกรียงไกร,kria̯ŋ˧.kraj˧,1
เกรียน,kria̯n˧,1
เกรียม,kria̯m˧,1
เกรี้ยว,kria̯w˥˩,1
เกรี้ยวกราด,kria̯w˥˩.kraːt̚˨˩,1
เกรเนดา,kreː˧.neː˧.daː˥˩,1
เกร็ง,kreŋ˧,1
เกร็ด,kret̚˨˩,1
เกลศ,ka˨˩.leːt̚˨˩,3
เกลศ,ka˨˩.leːt̚˨˩.,3
เกลศ,ka˨˩.leːt̚˨˩.sa˨˩.,3
เกลอ,klɤː˧,1
เกลา,klaw˧,1
เกลียด,klia̯t̚˨˩,1
เกลียดชัง,klia̯t̚˨˩.t͡ɕʰaŋ˧,1
เกลียดตัวกินไข่,klia̯t̚˨˩.tua̯˧.kin˧.kʰaj˨˩,1
เกลียดปลาไหลกินน้ำแกง,klia̯t̚˨˩.plaː˧.laj˩˩˦.kin˧.naːm˦˥.kɛːŋ˧,1
เกลียว,klia̯w˧,1
เกลี่ย,klia̯˨˩,1
เกลี้ยง,klia̯ŋ˥˩,1
เกลือ,klɯa̯˧,1
เกลือก,klɯa̯k̚˨˩,1
เกลือกกลั้ว,klɯa̯k̚˨˩.klua̯˥˩,1
เกลือจืด,klɯa̯˧.t͡ɕɯːt̚˨˩,1
เกลือหิน,klɯa̯˧.hin˩˩˦,1
เกลือเป็นหนอน,klɯa̯˧.pen˧.nɔːn˩˩˦,1
เกลือแกง,klɯa̯˧.kɛːŋ˧,1
เกลือแร่,klɯa̯˧.rɛː˥˩,1
เกลื่อน,klɯa̯n˨˩,1
เกลื้อน,klɯa̯n˥˩,1
เกล็ด,klet̚˨˩,1
เกล็ดหิมะ,klet̚˨˩.hi˨˩.maʔ˦˥,1
เกล็ดเลือด,klet̚˨˩.lɯa̯t̚˥˩,1
เกล็ดเลือดน้อย,kret̚˨˩.lɯa̯t̚˥˩.nɔːj˦˥,1
เกล้า,klaːw˥˩,1
เกล้ากระผม,klaːw˥˩.kra˨˩.pʰom˩˩˦,1
เกล้ากระหม่อม,klaːw˥˩.kra˨˩.mɔm˨˩,1
เกล้ากระหม่อมฉัน,klaːw˥˩.kra˨˩.mɔm˨˩.t͡ɕʰan˩˩˦,1
เกวียน,kwia̯n˧,1
เกษตร,ka˨˩.seːt̚˨˩,2
เกษตร,ka˨˩.seːt̚˨˩.tra˨˩.,2
เกษตรกร,ka˨˩.seːt̚˨˩.tra˨˩.kɔːn˧,1
เกษตรกรรม,ka˨˩.seːt̚˨˩.tra˨˩.kam˧,1
เกษตรศาสตร์,ka˨˩.seːt̚˨˩.tra˨˩.saːt̚˨˩,2
เกษตรศาสตร์,ka˨˩.seːt̚˨˩.saːt̚˨˩,2
เกษียณ,ka˨˩.sia̯n˩˩˦,1
เกษียร,ka˨˩.sia̯n˩˩˦,1
เกษียรสมุทร,ka˨˩.sia̯n˩˩˦.sa˨˩.mut̚˨˩,1
เกสร,keː˧.sɔːn˩˩˦,1
เกสรตัวผู้,keː˧.sɔːn˩˩˦.tua̯˧.pʰuː˥˩,1
เกสรตัวเมีย,keː˧.sɔːn˩˩˦.tua̯˧.mia̯˧,1
เกอดะฮ์,kɤː˧.daʔ˨˩,1
เกอว,kɤːw˧,1
เกอิชา,keː˧.ʔi˨˩.t͡ɕʰaː˧,1
เกะกะ,keʔ˨˩.kaʔ˨˩,1
เกา,kaw˧,1
เกาต์,kaw˦˥,1
เกาลัด,kaw˧.lat̚˦˥,1
เกาหลี,kaw˧.liː˩˩˦,1
เกาหลีเหนือ,kaw˧.liː˩˩˦.nɯa̯˩˩˦,1
เกาหลีใต้,kaw˧.liː˩˩˦.taːj˥˩,1
เกาหี,kaw˧.hiː˩˩˦,1
เกาะ,kɔʔ˦˦˥,3
เกาะ,kɔʔ˦˦˥,3
เกาะ,kɔʔ˨˩,3
เกาะชายกระโปรง,kɔʔ˨˩.t͡ɕʰaːj˧.kra˨˩.proːŋ˧,1
เกาะปริ่มน้ำ,kɔʔ˨˩.prim˨˩.naːm˦˥,1
เกาะปัสกัว,kɔʔ˨˩.pas˦˥.kua̯˧,1
เกาะราปานูอี,kɔʔ˨˩.raː˧.paː˧.nuː˧.ʔiː˧,1
เกาะหินโด่ง,kɔʔ˨˩.hin˩˩˦.doːŋ˨˩,1
เกาะอีสเตอร์,kɔʔ˨˩.ʔiːs˦˥.tɤː˥˩,1
เกาะเล็กรอบนอกของสหรัฐ,kɔʔ˨˩.lek̚˦˥.rɔːp̚˥˩.nɔːk̚˥˩.kʰɔːŋ˩˩˦.sa˨˩.ha˨˩.rat̚˦˥,1
เกาเหลา,kaw˧.law˩˩˦,1
เกิด,kɤːt̚˨˩,1
เกิดขึ้น,kɤːt̚˨˩.kʰɯn˥˩,1
เกิน,kɤːn˧,1
เกินไป,kɤːn˧.paj˧,1
เกียจคร้าน,kia̯t̚˨˩.kʰraːn˦˥,1
เกียด,kia̯t̚˨˩,1
เกียน,kia̯n˧,1
เกียรติ,kia̯t̚˨˩,3
เกียรติ,kia̯t̚˨˩.,3
เกียรติ,kia̯t̚˨˩.ti˨˩.,3
เกียรติภูมิ,kia̯t̚˨˩.ti˨˩.pʰuːm˧,1
เกียรติ์,kia̯n˧,1
เกียวโต,kia̯w˧.toː˧,1
เกี่ยง,kia̯ŋ˨˩,1
เกี่ยว,kia̯w˨˩,1
เกี่ยวกับ,kia̯w˨˩.kap̚˨˩,1
เกี่ยวข้อง,kia̯w˨˩.kʰɔŋ˥˩,1
เกี่ยวพัน,kia̯w˨˩.pʰan˧,1
เกี้ยมอี๋,kia̯m˥˩.ʔiː˩˩˦,1
เกี้ยมไฉ่,kia̯m˥˩.t͡ɕʰaj˨˩,1
เกี้ยว,kia̯w˥˩,1
เกี๊ยว,kia̯w˦˥,1
เกี๊ยะ,kia̯ʔ˦˥,1
เกือก,kɯa̯k̚˨˩,1
เกือกม้า,kɯa̯k̚˨˩.maː˦˥,1
เกือกแตะ,kɯa̯k̚˨˩.tɛʔ˨˩,1
เกือบ,kɯa̯p̚˨˩,1
เกื้อ,kɯa̯˥˩,1
เกื้อกูล,kɯa̯˥˩.kuːn˧,1
เกเร,keː˧.reː˧,1
เก็ง,keŋ˧,1
เก็ต,ket̚˦˥,1
เก็บ,kep̚˨˩,1
เก็บกด,kep̚˨˩.kot̚˨˩,1
เก็บกวาด,kep̚˨˩.kwaːt̚˨˩,1
เก็บกิน,kep̚˨˩.kin˧,1
เก็บงำ,kep̚˨˩.ŋam˧,1
เก็บดอกไม้,kep̚˨˩.dɔːk̚˨˩.maːj˦˥,1
เก็บตัว,kep̚˨˩.tua̯˧,1
เก็บสี,kep̚˨˩.siː˩˩˦,1
เก็บเกี่ยว,kep̚˨˩.kia̯w˨˩,1
เก่ง,keŋ˨˩,1
เก่า,kaw˨˩,1
เก่าแก่,kaw˨˩.kɛː˨˩,1
เก้ง,keːŋ˥˩,2
เก้ง,keŋ˥˩,2
เก้า,kaːw˥˩,1
เก้าสิบ,kaːw˥˩.sip̚˨˩,1
เก้าอี้,kaw˥˩.ʔiː˥˩,1
เก้าอี้ดนตรี,kaw˥˩.ʔiː˥˩.don˧.triː˧,1
เก้าเหลี่ยม,kaːw˥˩.lia̯m˨˩,1
เก๊,keː˦˥,1
เก๊ก,kek̚˦˥,1
เก๊กซิม,kek̚˦˥.sim˧,1
เก๊กฮวย,keːk̚˦˥.hua̯j˧,1
เก๊ะ,keʔ˦˥,1
เก๋ง,keŋ˩˩˦,1
เก๋า,kaw˩˩˦,1
เก๋ากี้,kaw˩˩˦.kiː˥˩,1
เก๋าเจ้ง,kaw˩˩˦.t͡ɕeːŋ˥˩,1
เขก,kʰeːk̚˨˩,1
เขจร,kʰeː˩˩˦.t͡ɕɔːn˧,1
เขต,kʰeːt̚˨˩,1
เขตบริหารพิเศษฮ่องกง,kʰeːt̚˨˩.bɔː˧.ri˦˥.haːn˩˩˦.pʰi˦˥.seːt̚˨˩.hɔŋ˥˩.koŋ˧,1
เขตอิทธิพล,kʰeːt̚˨˩.ʔit̚˨˩.tʰi˦˥.pʰon˧,1
เขตเวลา,kʰeːt̚˨˩.weː˧.laː˧,1
เขน,kʰeːn˩˩˦,1
เขนย,kʰa˨˩.nɤːj˩˩˦,1
เขบ็ต,kʰa˨˩.bet̚˨˩,1
เขมร,kʰa˨˩.meːn˩˩˦,1
เขมรแดง,kʰa˨˩.meːn˩˩˦.dɛːŋ˧,1
เขมือบ,kʰa˨˩.mɯa̯p̚˨˩,1
เขม่น,kʰa˨˩.men˨˩,1
เขม่า,kʰa˨˩.maw˨˩,1
เขย,kʰɤːj˩˩˦,1
เขย่ง,kʰa˨˩.jeŋ˨˩,1
เขย่า,kʰa˨˩.jaw˨˩,1
เขลา,kʰlaw˩˩˦,1
เขวี้ยง,kʰwia̯ŋ˥˩,1
เขา,kʰaw˩˩˦,6
เขา,kʰaw˦˥,6
เขา,kʰaw˩˩˦,6
เขา,kʰaw˩˩˦,6
เขา,kʰaw˩˩˦,6
เขา,kʰaw˩˩˦,6
เขามอ,kʰaw˩˩˦.mɔː˧,1
เขาโดด,kʰaw˩˩˦.doːt̚˨˩,1
เขิน,kʰɤːn˩˩˦,1
เขียง,kʰia̯ŋ˩˩˦,1
เขียด,kʰia̯t̚˨˩,1
เขียน,kʰia̯n˩˩˦,1
เขียว,kʰia̯w˩˩˦,1
เขียวหวาน,kʰia̯w˩˩˦.waːn˩˩˦,1
เขี่ย,kʰia̯˨˩,1
เขี้ยว,kʰia̯w˥˩,1
เขี้ยวหนุมาน,kʰia̯w˥˩.ha˨˩.nu˦˥.maːn˧,1
เขือ,kʰɯa̯˩˩˦,1
เขื่อง,kʰɯa̯ŋ˨˩,1
เขื่อน,kʰɯa̯n˨˩,1
เข็ญ,kʰen˩˩˦,1
เข็ญใจ,kʰen˩˩˦.t͡ɕaj˧,1
เข็ด,kʰet̚˨˩,1
เข็น,kʰen˩˩˦,1
เข็ม,kʰem˩˩˦,1
เข็มกลัด,kʰem˩˩˦.klat̚˨˩,1
เข็มขัด,kʰem˩˩˦.kʰat̚˨˩,1
เข็มขัดนิรภัย,kʰem˩˩˦.kʰat̚˨˩.ni˦˥.ra˦˥.pʰaj˧,1
เข็มฉีดยา,kʰem˩˩˦.t͡ɕʰiːt̚˨˩.jaː˧.t͡ɕʰaː˧,1
เข็มทิศ,kʰem˩˩˦.tʰit̚˦˥,1
เข็มนาฬิกา,kʰem˩˩˦.naː˧.li˦˥.kaː˧,1
เข็มยาว,kʰem˩˩˦.san˥˩,1
เข็มสั้น,kʰem˩˩˦.san˥˩,1
เข็มหมุด,kʰem˩˩˦.mut̚˨˩,1
เข่ง,kʰeŋ˨˩,1
เข่น,kʰen˨˩,1
เข่า,kʰaw˨˩,1
เข้,kʰeː˥˩,1
เข้ม,kʰem˥˩,1
เข้มข้น,kʰem˥˩.kʰon˥˩,1
เข้มงวด,kʰem˥˩.ŋua̯t̚˥˩,1
เข้มแข็ง,kʰem˥˩.kʰɛŋ˩˩˦,1
เข้า,kʰaw˥˩,1
เข้าข้าง,kʰaw˥˩.kʰaːŋ˥˩,1
เข้าชื่อ,kʰaw˥˩.t͡ɕʰɯː˥˩,1
เข้าฌาน,kʰaw˥˩.t͡ɕʰaːn˧,1
เข้าด้ายเข้าเข็ม,kʰaw˥˩.daːj˥˩.kʰaw˥˩.kʰem˩˩˦,1
เข้าตา,kʰaw˥˩.taː˧,1
เข้าถึง,kʰaw˥˩.tʰɯŋ˩˩˦,1
เข้านอน,kʰaw˥˩.nɔːn˧,1
เข้าพรรษา,kʰaw˥˩.pʰan˧.saː˩˩˦,1
เข้ามา,kʰaw˥˩.maː˧,1
เข้าร่วม,kʰaw˥˩.rua̯m˥˩,1
เข้าหอ,kʰaw˥˩.hɔː˩˩˦,1
เข้าหา,kʰaw˥˩.haː˩˩˦,1
เข้าเกณฑ์,kʰaw˥˩.keːn˧,1
เข้าเฝ้า,kʰaw˥˩.faw˥˩,1
เข้าเฝ้ายมบาล,kʰaw˥˩.faw˥˩.jom˧.ma˦˥.baːn˧,1
เข้าเมือง,kʰaw˥˩.mɯa̯ŋ˧,1
เข้าเมืองตาหลิ่วต้องหลิ่วตาตาม,kʰaw˥˩.mɯa̯ŋ˧.taː˧.liw˨˩.tɔŋ˥˩.liw˨˩.taː˧.taːm˧,1
เข้าโรง,kʰaw˥˩.roːŋ˧,1
เข้าโลง,kʰaw˥˩.loːŋ˧,1
เข้าใจ,kʰaw˥˩.t͡ɕaj˧,1
เข้าใจผิด,kʰaw˥˩.t͡ɕaj˧.pʰit̚˨˩,1
เข้าไป,kʰaw˥˩.paj˧,1
เฃียน,kʰia̯n˩˩˦,1
เฃ้า,kʰaw˥˩,1
เค,kʰeː˧,1
เคนทักกี,kʰen˧.tʰak̚˦˥.kiː˥˩,1
เคนยา,kʰen˧.jaː˥˩,1
เคมี,kʰeː˧.miː˧,1
เคมีอินทรีย์,kʰeː˧.miː˧.ʔin˧.siː˧,1
เคย,kʰɤːj˧,1
เคยชิน,kʰɤːj˧.t͡ɕʰin˧,1
เครดิต,kʰreː˧.dit̚˨˩,1
เครน,kʰreːn˧,1
เครมลิน,kʰreːm˧.lin˧,1
เครย์ฟิช,kʰreː˧.fit̚˦˥,2
เครย์ฟิช,kʰreː˧.fit͡ɕʰ˦˥,2
เครา,kʰraw˧,1
เคราะห์,kʰrɔʔ˦˥,1
เคราะห์ซ้ำกรรมซัด,kʰrɔʔ˦˥.sam˦˥.kam˧.sat̚˦˥,1
เครียด,kʰria̯t̚˥˩,1
เครือ,kʰrɯa̯˧,1
เครือข่าย,kʰrɯa̯˧.kʰaːj˨˩,1
เครือข่ายสังคม,kʰrɯa̯˧.kʰaːj˨˩.saŋ˩˩˦.kʰom˧,1
เครือรัฐ,kʰrɯa̯˧.rat̚˦˥,1
เครื่อง,kʰrɯa̯ŋ˥˩,1
เครื่องกรอง,kʰrɯa̯ŋ˥˩.krɔːŋ˧,1
เครื่องกลึง,kʰrɯa̯ŋ˥˩.klɯŋ˧,1
เครื่องกำเนิดไฟฟ้า,kʰrɯa̯ŋ˥˩.kam˧.nɤːt̚˨˩.faj˧.faː˦˥,1
เครื่องขุด,kʰrɯa̯ŋ˥˩.kʰut̚˨˩,1
เครื่องครัว,kʰrɯa̯ŋ˥˩.kʰrua̯˧,1
เครื่องควบแน่น,kʰrɯa̯ŋ˥˩.kʰua̯p̚˥˩.nɛn˥˩,1
เครื่องคิดเลข,kʰrɯa̯ŋ˥˩.kʰit̚˦˥.leːk̚˥˩,1
เครื่องจักร,kʰrɯa̯ŋ˥˩.t͡ɕak̚˨˩,1
เครื่องจักรไอน้ำ,kʰrɯa̯ŋ˥˩.t͡ɕak̚˨˩.ʔaj˧.naːm˦˥,1
เครื่องฉาย,kʰrɯa̯ŋ˥˩.t͡ɕʰaːj˩˩˦,1
เครื่องฉายดาว,kʰrɯa̯ŋ˥˩.t͡ɕʰaːj˩˩˦.daːw˧,1
เครื่องชงกาแฟ,kʰrɯa̯ŋ˥˩.t͡ɕʰoŋ˧.kaː˧.fɛː˧,1
เครื่องช่วยฟัง,kʰrɯa̯ŋ˥˩.t͡ɕʰua̯j˥˩.faŋ˧,1
เครื่องช่วยหายใจ,kʰrɯa̯ŋ˥˩.t͡ɕʰua̯j˥˩.haːj˩˩˦.t͡ɕaj˧,1
เครื่องซักผ้า,kʰrɯa̯ŋ˥˩.sak̚˦˥.pʰaː˥˩,1
เครื่องดนตรี,kʰrɯa̯ŋ˥˩.don˧.triː˧,1
เครื่องดื่ม,kʰrɯa̯ŋ˥˩.dɯːm˨˩,1
เครื่องดื่มชูกำลัง,kʰrɯa̯ŋ˥˩.dɯːm˨˩.t͡ɕʰuː˧.kam˧.laŋ˧,1
เครื่องดูดฝุ่น,kʰrɯa̯ŋ˥˩.duːt̚˨˩.fun˨˩,1
เครื่องตอบรับโทรศัพท์,kʰrɯa̯ŋ˥˩.tɔːp̚˨˩.rap̚˦˥.tʰoː˧.ra˦˥.sap̚˨˩,1
เครื่องตัดหญ้า,kʰrɯa̯ŋ˥˩.tat̚˨˩.jaː˥˩,1
เครื่องถ่ายเอกสาร,kʰrɯa̯ŋ˥˩.tʰaːj˨˩.ʔeːk̚˨˩.ka˨˩.saːn˩˩˦,1
เครื่องทอง,kʰrɯa̯ŋ˥˩.tʰɔːŋ˧,1
เครื่องทุ่นแรง,kʰrɯa̯ŋ˥˩.tʰun˥˩.rɛːŋ˧,1
เครื่องบันทึกเงินสด,kʰrɯa̯ŋ˥˩.ban˧.tʰɯk̚˦˥.ŋɤn˧.sot̚˨˩,1
เครื่องบันทึกเทป,kʰrɯa̯ŋ˥˩.ban˧.tʰɯk̚˦˥.tʰeːp̚˦˥,1
เครื่องบิน,kʰrɯa̯ŋ˥˩.bin˧,1
เครื่องบินกระดาษ,kʰrɯa̯ŋ˥˩.bin˧.kra˨˩.daːt̚˨˩,1
เครื่องบินขับไล่,kʰrɯa̯ŋ˥˩.bin˧.kʰap̚˨˩.laj˥˩,1
เครื่องบินดำดิ่งทิ้งระเบิด,kʰrɯa̯ŋ˥˩.bin˧.dam˧.diŋ˨˩.tʰiŋ˦˥.ra˦˥.bɤːt̚˨˩,1
เครื่องบินดำทิ้งระเบิด,kʰrɯa̯ŋ˥˩.bin˧.dam˧.tʰiŋ˦˥.ra˦˥.bɤːt̚˨˩,1
เครื่องบินทิ้งระเบิด,kʰrɯa̯ŋ˥˩.bin˧.tʰiŋ˦˥.ra˦˥.bɤːt̚˨˩,1
เครื่องบินทิ้งระเบิดตอร์ปิโด,kʰrɯa̯ŋ˥˩.bin˧.tʰiŋ˦˥.ra˦˥.bɤːt̚˨˩.tɔː˧.pi˨˩.doː˧,1
เครื่องบินรบ,kʰrɯa̯ŋ˥˩.bin˧.rop̚˦˥,1
เครื่องประดับ,kʰrɯa̯ŋ˥˩.pra˨˩.dap̚˨˩,1
เครื่องปรับอากาศ,kʰrɯa̯ŋ˥˩.prap̚˨˩.ʔaː˧.kaːt̚˨˩,1
เครื่องปรุง,kʰrɯa̯ŋ˥˩.pruŋ˧,1
เครื่องปรุงรส,kʰrɯa̯ŋ˥˩.pruŋ˧.rot̚˦˥,1
เครื่องปั่น,kʰrɯa̯ŋ˥˩.pan˨˩,1
เครื่องปั่นไฟ,kʰrɯa̯ŋ˥˩.pan˨˩.faj˧,1
เครื่องปั้นดินเผา,kʰrɯa̯ŋ˥˩.pan˥˩.din˧.pʰaw˩˩˦,1
เครื่องปิ้งขนมปัง,kʰrɯa̯ŋ˥˩.piŋ˥˩.kʰa˨˩.nom˩˩˦.paŋ˧,1
เครื่องพิมพ์,kʰrɯa̯ŋ˥˩.pʰim˧,1
เครื่องพิมพ์ดีด,kʰrɯa̯ŋ˥˩.pʰim˧.diːt̚˨˩,1
เครื่องมือ,kʰrɯa̯ŋ˥˩.mɯː˧,1
เครื่องยนต์,kʰrɯa̯ŋ˥˩.jon˧,1
เครื่องยนต์จรวด,kʰrɯa̯ŋ˥˩.jon˧.t͡ɕa˨˩.rua̯t̚˨˩,1
เครื่องยนต์ไอพ่น,kʰrɯa̯ŋ˥˩.jon˧.ʔaj˧.pʰon˥˩,1
เครื่องยอด,kʰrɯa̯ŋ˥˩.jɔːt̚˥˩,1
เครื่องราง,kʰrɯa̯ŋ˥˩.raːŋ˧,1
เครื่องร่อน,kʰrɯa̯ŋ˥˩.rɔn˥˩,1
เครื่องลายคราม,kʰrɯa̯ŋ˥˩.laːj˧.kʰraːm˧,1
เครื่องล้างจาน,kʰrɯa̯ŋ˥˩.laːŋ˦˥.t͡ɕaːn˧,1
เครื่องวัดอุณหภูมิ,kʰrɯa̯ŋ˥˩.wat̚˦˥.ʔun˧.ha˨˩.pʰuːm˧,1
เครื่องว่าง,kʰrɯa̯ŋ˥˩.waːŋ˥˩,1
เครื่องสาย,kʰrɯa̯ŋ˥˩.saːj˩˩˦,1
เครื่องสำอาง,kʰrɯa̯ŋ˥˩.sam˩˩˦.ʔaːŋ˧,1
เครื่องสูบ,kʰrɯa̯ŋ˥˩.suːp̚˨˩,1
เครื่องสูบน้ำ,kʰrɯa̯ŋ˥˩.suːp̚˨˩.naːm˦˥,1
เครื่องสูบลม,kʰrɯa̯ŋ˥˩.suːp̚˨˩.lom˧,1
เครื่องหมาย,kʰrɯa̯ŋ˥˩.maːj˩˩˦,1
เครื่องหมายการค้า,kʰrɯa̯ŋ˥˩.maːj˩˩˦.kaːn˧.kʰaː˦˥,1
เครื่องหมายการออกเสียง,kʰrɯa̯ŋ˥˩.maːj˩˩˦.kaːn˧.ʔɔːk̚˨˩.sia̯ŋ˩˩˦,1
เครื่องหมายคำถาม,kʰrɯa̯ŋ˥˩.maːj˩˩˦.kʰam˧.tʰaːm˩˩˦,1
เครื่องหมายจราจร,kʰrɯa̯ŋ˥˩.maːj˩˩˦.t͡ɕa˨˩.raː˧.t͡ɕɔːn˧,1
เครื่องหมายตกใจ,kʰrɯa̯ŋ˥˩.maːj˩˩˦.tok̚˨˩.t͡ɕaj˧,1
เครื่องหมายวรรคตอน,kʰrɯa̯ŋ˥˩.maːj˩˩˦.wak̚˦˥.tɔːn˧,1
เครื่องหมายสงสัย,kʰrɯa̯ŋ˥˩.maːj˩˩˦.soŋ˩˩˦.saj˩˩˦,1
เครื่องหมุนเหวี่ยง,kʰrɯa̯ŋ˥˩.mun˩˩˦.wia̯ŋ˨˩,1
เครื่องเขียน,kʰrɯa̯ŋ˥˩.kʰia̯n˩˩˦,1
เครื่องเงิน,kʰrɯa̯ŋ˥˩.ŋɤn˧,1
เครื่องเซ่น,kʰrɯa̯ŋ˥˩.sen˥˩,1
เครื่องเทศ,kʰrɯa̯ŋ˥˩.tʰeːt̚˥˩,1
เครื่องเป่าผม,kʰrɯa̯ŋ˥˩.paw˨˩.pʰom˩˩˦,1
เครื่องเป่ามือ,kʰrɯa̯ŋ˥˩.paw˨˩.mɯː˧,1
เครื่องเพชร,kʰrɯa̯ŋ˥˩.pʰet̚˦˥,1
เครื่องเรือน,kʰrɯa̯ŋ˥˩.rɯa̯n˧,1
เครื่องเร่งอนุภาค,kʰrɯa̯ŋ˥˩.reŋ˥˩.ʔa˨˩.nu˦˥.pʰaːk̚˥˩,1
เครื่องเล่น,kʰrɯa̯ŋ˥˩.len˥˩,1
เครื่องเสวย,kʰrɯa̯ŋ˥˩.sa˨˩.wɤːj˩˩˦,1
เครื่องแกง,kʰrɯa̯ŋ˥˩.kɛːŋ˧,1
เครื่องแบบ,kʰrɯa̯ŋ˥˩.bɛːp̚˨˩,1
เครื่องใช้,kʰrɯa̯ŋ˥˩.t͡ɕʰaj˦˥,1
เครื่องใน,kʰrɯa̯ŋ˥˩.naj˧,1
เครื่อง‍แต่ง‍กาย,kʰrɯa̯ŋ˥˩.tɛŋ˨˩.kaːj˧,1
เคร่ง,kʰreŋ˥˩,1
เคลม,kʰleːm˧,1
เคลิ้ม,kʰlɤːm˦˥,1
เคลียร์,kʰlia̯˧,1
เคลือบ,kʰlɯa̯p̚˥˩,1
เคลื่อน,kʰlɯa̯n˥˩,1
เคลื่อนที่,kʰlɯa̯n˥˩.tʰiː˥˩,1
เคลื่อนไหว,kʰlɯa̯n˥˩.waj˩˩˦,1
เคล็ด,kʰlet̚˦˥,1
เคล้า,kʰlaw˦˥,1
เคว้ง,kʰweːŋ˦˥,1
เคส,kʰeːs˦˥,2
เคส,kʰeːt̚˦˥,2
เคหะสถาน,kʰeː˧.ha˨˩.sa˨˩.tʰaːn˩˩˦,1
เคอร์ดิสถาน,kʰɤː˧.di˨˩.sa˨˩.tʰaːn˩˩˦,1
เคอร์ฟิว,kʰɤː˧.fiw˧,1
เคานต์,kʰaw˦˥,1
เคาน์เตส,kʰaw˦˥.tes˦˥,1
เคาน์เตอร์,kʰaw˦˥.tɤː˥˩,2
เคาน์เตอร์,kʰaw˧.tɤː˥˩,2
เคารพ,kʰaw˧.rop̚˦˥,1
เคาะ,kʰɔʔ˦˥,1
เคียง,kʰia̯ŋ˧,1
เคียฟ,kʰia̯f˦˥,1
เคียว,kʰia̯w˧,1
เคี่ยว,kʰia̯w˥˩,1
เคี้ยว,kʰia̯w˦˥,1
เคือง,kʰɯa̯ŋ˧,1
เคืองใจ,kʰɯa̯ŋ˧.t͡ɕaj˧,1
เคเบิล,kʰeː˧.bɤn˥˩,2
เคเบิล,kʰeː˧.bɤl˥˩,2
เค็ตชัป,kʰet̚˦˥.t͡ɕʰap̚˨˩,1
เค็ม,kʰem˧,1
เค้ก,kʰeːk̚˦˥,1
เค้ง,kʰeːŋ˦˥,1
เค้น,kʰen˦˥,1
เค้า,kʰaw˦˥,1
เค้ามูล,kʰaw˦˥.muːn˧,1
เค้าแมว,kʰaw˦˥.mɛːw˧,1
เฆี่ยน,kʰia̯n˥˩,1
เงย,ŋɤːj˧,1
เงรุลมุด,ŋeː˧.rul˧.mut̚˦˥,1
เงอะงะ,ŋɤʔ˦˥.ŋaʔ˦˥,1
เงา,ŋaw˧,1
เงามัว,ŋaw˧.mua̯˧,1
เงามืด,ŋaw˧.mɯːt̚˥˩,1
เงาะ,ŋɔʔ˦˥,1
เงาะขนสั้น,ŋɔʔ˦˥.kʰon˩˩˦.san˥˩,1
เงาะโรงเรียน,ŋɔʔ˦˥.roːŋ˧.ria̯n˧,1
เงิน,ŋɤn˧,1
เงินกู้,ŋɤn˧.kuː˥˩,1
เงินตรา,ŋɤn˧.traː˧,1
เงินทอง,ŋɤn˧.tʰɔːŋ˧,1
เงินทอน,ŋɤn˧.tʰɔːn˧,1
เงินปันผล,ŋɤn˧.pan˧.pʰon˩˩˦,1
เงินปี,ŋɤn˧.piː˧,1
เงินฝาก,ŋɤn˧.faːk̚˨˩,1
เงินฝืด,ŋɤn˧.fɯːt̚˨˩,1
เงินสด,ŋɤn˧.sot̚˨˩,1
เงินเดือน,ŋɤn˧.dɯa̯n˧,1
เงินเฟ้อ,ŋɤn˧.fɤː˦˥,1
เงิบ,ŋɤːp̚˥˩,1
เงียบ,ŋia̯p̚˥˩,1
เงียบขรึม,ŋia̯p̚˥˩.kʰrɯm˩˩˦,1
เงี่ยง,ŋia̯ŋ˥˩,1
เงี่ยน,ŋia̯n˥˩,1
เงี้ยว,ŋia̯w˦˥,1
เงือก,ŋɯa̯k̚˥˩,1
เงื่อน,ŋɯa̯n˥˩,1
เงื่อนงำ,ŋɯa̯n˥˩.ŋam˧,1
